TIME.SecOfWeek   blh0.B        blh0.L        blh0.H      X       Y        Z       Dop       sigma0     mpos  
487778.000000  30.5100267198  114.3560554928  38.9635491548  -2268150.7245861446  5010321.5405494478  3219232.0406157463    1.3911    3.5942    4.9999  
487779.000000  30.5100269397  114.3560554931  39.0182402497  -2268150.7389393896  5010321.5721866293  3219232.0893866513    1.3910    3.6186    5.0334  
487780.000000  30.5100267200  114.3560554898  38.9658661522  -2268150.7251433763  5010321.5424746675  3219232.0418132814    1.3908    3.5863    4.9880  
487781.000000  30.5100265678  114.3560554685  38.9373954618  -2268150.7166991928  5010321.5287752133  3219232.0128226369    1.3907    3.5630    4.9551  
487782.000000  30.5100262915  114.3560553852  38.8836684180  -2268150.6967330310  5010321.5040747672  3219231.9591549449    1.3906    3.5270    4.9046  
487783.000000  30.5100265893  114.3560554314  38.9438339714  -2268150.7152390499  5010321.5341947200  3219232.0181482029    1.3904    3.5585    4.9478  
487784.000000  30.5100026376  114.3560537834  33.8521850007  -2268149.3179987678  5010318.8312857226  3219227.1455018134    1.5448    1.6235    2.5080  
487785.000000  30.5100026868  114.3560537564  33.8555291183  -2268149.3156880210  5010318.8324539680  3219227.1518998723    1.5447    1.6223    2.5059  
487786.000000  30.5100257650  114.3560553110  38.7735161176  -2268150.6633328125  5010321.4475490134  3219231.8529480975    1.3900    3.4456    4.7895  
487787.000000  30.5100277425  114.3560554434  39.1910724435  -2268150.7773626167  5010321.6686382350  3219232.2538158488    1.3899    3.6838    5.1201  
487788.000000  30.5100295394  114.3560555393  39.5676686941  -2268150.8778481660  5010321.8682843698  3219232.6166330394    1.3898    3.9005    5.4208  
487789.000000  30.5100281158  114.3560554453  39.2719611190  -2268150.7976074908  5010321.7129107453  3219232.3305315115    1.3896    3.7242    5.1753  
487790.000000  30.5100258469  114.3560552777  38.7863795375  -2268150.6630851096  5010321.4547649883  3219231.8673030911    1.3895    3.4402    4.7801  
487791.000000  30.5100264538  114.3560553351  38.9165761033  -2268150.7002813639  5010321.5235609654  3219231.9913654886    1.3894    3.5073    4.8730  
487792.000000  30.5100264614  114.3560553297  38.9132215334  -2268150.6984420409  5010321.5207483964  3219231.9903933038    1.3892    3.5038    4.8675  
487793.000000  30.5100250520  114.3560552338  38.6205894342  -2268150.6187929837  5010321.3671404030  3219231.7072059293    1.3891    3.3291    4.6244  
487794.000000  30.5100242534  114.3560551980  38.4557007533  -2268150.5756174000  5010321.2800837792  3219231.5472248551    1.3890    3.2295    4.4856  
487795.000000  30.5100243707  114.3560551700  38.4732640423  -2268150.5766876214  5010321.2889663065  3219231.5673384704    1.3888    3.2345    4.4921  
487796.000000  30.5100247885  114.3560551818  38.5612104135  -2268150.5992635549  5010321.3361046026  3219231.6518939971    1.3887    3.2789    4.5533  
487797.000000  30.5100253134  114.3560551809  38.6689402470  -2268150.6252767681  5010321.3937782310  3219231.7567244987    1.3885    3.3352    4.6310  
487798.000000  30.5100253468  114.3560551467  38.6696269484  -2268150.6217601327  5010321.3939559143  3219231.7602635161    1.3884    3.3306    4.6243  
487799.000000  30.5100261538  114.3560551705  38.8383121872  -2268150.6650456660  5010321.4840304554  3219231.9229801968    1.3883    3.4256    4.7557  
487800.000000  30.5100264399  114.3560551365  38.8978951443  -2268150.6765954839  5010321.5174768986  3219231.9805515809    1.3881    3.4522    4.7922  
487801.000000  30.5100265781  114.3560551597  38.9146473836  -2268150.6813727617  5010321.5226138011  3219232.0022638552    1.3880    3.4576    4.7992  
487802.000000  30.5100269491  114.3560551656  38.9976150552  -2268150.7027579192  5010321.5684751412  3219232.0798202618    1.3879    3.5004    4.8581  
487803.000000  30.5100271531  114.3560551748  39.0413198881  -2268150.7143499968  5010321.5919572581  3219232.1214911574    1.3877    3.5211    4.8864  
487804.000000  30.5100273016  114.3560551796  39.0677737575  -2268150.7207271182  5010321.6049140571  3219232.1491039889    1.3876    3.5315    4.9003  
487805.000000  30.5100278645  114.3560551418  39.1746153915  -2268150.7423095019  5010321.6614054656  3219232.2571135447    1.3875    3.5979    4.9919  
487806.000000  30.5100278883  114.3560551348  39.1717085112  -2268150.7401202596  5010321.6581773553  3219232.2579104747    1.3873    3.5952    4.9878  
487807.000000  30.5100284344  114.3560551383  39.2840494327  -2268150.7676590332  5010321.7182179857  3219232.3670965424    1.3872    3.6538    5.0686  
487808.000000  30.5100283497  114.3560551057  39.2523176493  -2268150.7555023073  5010321.6989414655  3219232.3429025807    1.3871    3.6332    5.0396  
487809.000000  30.5100286624  114.3560550696  39.3077531848  -2268150.7647807398  5010321.7278466690  3219232.4009149121    1.3869    3.6671    5.0860  
487810.000000  30.5100288303  114.3560550040  39.3430670993  -2268150.7676971233  5010321.7495544786  3219232.4348727860    1.3868    3.6859    5.1117  
487811.000000  30.5100289607  114.3560550059  39.3674570490  -2268150.7735027489  5010321.7619343186  3219232.4597122041    1.3867    3.6926    5.1204  
487812.000000  30.5100292657  114.3560550027  39.4348399285  -2268150.7900865115  5010321.7993069580  3219232.5230544643    1.3865    3.7203    5.1583  
487813.000000  30.5100295152  114.3560549460  39.4748985581  -2268150.7935704058  5010321.8202009844  3219232.5672189482    1.3864    3.7394    5.1843  
487814.000000  30.5100297285  114.3560549289  39.5249131704  -2268150.8048895160  5010321.8491954012  3219232.6129875570    1.3863    3.7607    5.2133  
487815.000000  30.5100302380  114.3560549113  39.6144122873  -2268150.8233290026  5010321.8940124605  3219232.7070849286    1.3861    3.8142    5.2870  
487816.000000  30.5100305931  114.3560549393  39.6920038192  -2268150.8451008941  5010321.9355941014  3219232.7803974557    1.3860    3.8532    5.3405  
487817.000000  30.5100308289  114.3560549214  39.7392583508  -2268150.8548546769  5010321.9613009077  3219232.8269074848    1.3859    3.8768    5.3727  
487818.000000  30.5100310121  114.3560548883  39.7832761323  -2268150.8633490428  5010321.9877657592  3219232.8667515563    1.3857    3.9002    5.4046  
487819.000000  30.5100310292  114.3560548803  39.7999165384  -2268150.8681593947  5010322.0002688514  3219232.8768326193    1.3856    3.8989    5.4023  
487820.000000  30.5100312430  114.3560548688  39.8474158281  -2268150.8790683919  5010322.0270437999  3219232.9213649803    1.3855    3.9223    5.4342  
487821.000000  30.5100314367  114.3560548723  39.9046433857  -2268150.8952088915  5010322.0618870333  3219232.9689247706    1.3853    3.9457    5.4661  
487822.000000  30.5100315916  114.3560548191  39.9389906088  -2268150.8991664755  5010322.0830096276  3219233.0011545769    1.3852    3.9617    5.4878  
487823.000000  30.5100316926  114.3560548448  39.9606011901  -2268150.9067468783  5010322.0937730242  3219233.0217763186    1.3851    3.9665    5.4939  
487824.000000  30.5100318940  114.3560548064  39.9937020028  -2268150.9104790832  5010322.1109440690  3219233.0578176985    1.3849    3.9825    5.5155  
487825.000000  30.5100320612  114.3560547383  40.0172662651  -2268150.9090184625  5010322.1235606670  3219233.0857499843    1.3848    3.9947    5.5318  
487826.000000  30.5100321439  114.3560546386  40.0349959321  -2268150.9046762646  5010322.1371821119  3219233.1026530322    1.3847    4.0043    5.5447  
487827.000000  30.5100324245  114.3560546646  40.0850542709  -2268150.9182181186  5010322.1610578131  3219233.1548654782    1.3845    4.0298    5.5793  
487828.000000  30.5100325577  114.3560546231  40.1022346606  -2268150.9176061456  5010322.1693562409  3219233.1763051576    1.3844    4.0439    5.5984  
487829.000000  30.5100326948  114.3560545574  40.1310203737  -2268150.9189064931  5010322.1875173496  3219233.2040183810    1.3843    4.0575    5.6166  
487830.000000  30.5100328752  114.3560545242  40.1664267359  -2268150.9243949340  5010322.2073732028  3219233.2392213410    1.3841    4.0749    5.6403  
487831.000000  30.5100330610  114.3560544473  40.1998852920  -2268150.9252486294  5010322.2271519685  3219233.2739504683    1.3840    4.0944    5.6667  
487832.000000  30.5100332407  114.3560543859  40.2261960870  -2268150.9250510470  5010322.2410189919  3219233.3044755952    1.3839    4.1114    5.6897  
487833.000000  30.5100332882  114.3560543321  40.2160441810  -2268150.9156378289  5010322.2327436293  3219233.3038604152    1.3837    4.1151    5.6942  
487834.000000  30.5100334806  114.3560542492  40.2426541960  -2268150.9133769008  5010322.2470436366  3219233.3357495693    1.3836    4.1367    5.7235  
487835.000000  30.5100336009  114.3560542071  40.2629003534  -2268150.9141022880  5010322.2584316935  3219233.3575155516    1.3835    4.1494    5.7405  
487836.000000  30.5100337287  114.3560541522  40.2883945992  -2268150.9153910638  5010322.2740650754  3219233.3826613841    1.3833    4.1661    5.7631  
487837.000000  30.5100338466  114.3560540576  40.3094993411  -2268150.9118805304  5010322.2883304041  3219233.4046348948    1.3832    4.1777    5.7786  
487838.000000  30.5100339222  114.3560540284  40.3231868679  -2268150.9124337942  5010322.2963521164  3219233.4188069529    1.3831    4.1887    5.7932  
487839.000000  30.5100339569  114.3560539839  40.3245696705  -2268150.9082273566  5010322.2974167932  3219233.4228285891    1.3829    4.1900    5.7944  
487840.000000  30.5100339675  114.3560539357  40.3295532800  -2268150.9055376314  5010322.3026961433  3219233.4263656195    1.3828    4.1915    5.7960  
487841.000000  30.5100340290  114.3560539221  40.3466184884  -2268150.9089811891  5010322.3134734314  3219233.4409079761    1.3827    4.1987    5.8054  
487842.000000  30.5100340046  114.3560538879  40.3390388787  -2268150.9038650161  5010322.3101324784  3219233.4347238396    1.3825    4.1930    5.7970  
487843.000000  30.5100340868  114.3560538460  40.3556297533  -2268150.9041937292  5010322.3205918204  3219233.4510033401    1.3824    4.1984    5.8039  
487844.000000  30.5100342291  114.3560538342  40.3846328426  -2268150.9101637863  5010322.3365286952  3219233.4793152097    1.3823    4.2117    5.8217  
487845.000000  30.5100343227  114.3560537933  40.4182145623  -2268150.9163471134  5010322.3597071907  3219233.5053011957    1.3821    4.2203    5.8330  
487846.000000  30.5100343376  114.3560537633  40.4242209224  -2268150.9155081827  5010322.3648427641  3219233.5097797457    1.3820    4.2191    5.8308  
487847.000000  30.5100344140  114.3560537521  40.4497653143  -2268150.9218354984  5010322.3814193588  3219233.5300399889    1.3819    4.2281    5.8427  
487848.000000  30.5100344047  114.3560536983  40.4532593424  -2268150.9185837554  5010322.3867689166  3219233.5309277656    1.3817    4.2279    5.8418  
487849.000000  30.5100344574  114.3560536195  40.4602470165  -2268150.9129514876  5010322.3926704815  3219233.5395096303    1.3816    4.2338    5.8495  
487850.000000  30.5100345035  114.3560535805  40.4717962453  -2268150.9125746638  5010322.4009173531  3219233.5497726942    1.3815    4.2376    5.8541  
487851.000000  30.5100344836  114.3560535669  40.4697137047  -2268150.9111086382  5010322.4008392422  3219233.5468174433    1.3813    4.2322    5.8461  
487852.000000  30.5100345440  114.3560535159  40.4886023793  -2268150.9119561990  5010322.4145848844  3219233.5621793624    1.3812    4.2429    5.8604  
487853.000000  30.5100346429  114.3560534614  40.5044380622  -2268150.9105264675  5010322.4240995217  3219233.5796624646    1.3811    4.2530    5.8737  
487854.000000  30.5100347341  114.3560534368  40.5247121537  -2268150.9134613299  5010322.4363088347  3219233.5986675518    1.3809    4.2582    5.8803  
487855.000000  30.5100347028  114.3560534059  40.5100972680  -2268150.9062913046  5010322.4276661407  3219233.5882595889    1.3808    4.2553    5.8758  
487856.000000  30.5100346282  114.3560533695  40.4959156262  -2268150.8998008529  5010322.4218023513  3219233.5739333378    1.3807    4.2423    5.8573  
487857.000000  30.5100346653  114.3560533358  40.5133674396  -2268150.9021906517  5010322.4349306924  3219233.5863400456    1.3805    4.2483    5.8650  
487858.000000  30.5100346193  114.3560532905  40.5086817322  -2268150.8976335726  5010322.4354098318  3219233.5795590952    1.3804    4.2436    5.8580  
487859.000000  30.5100346879  114.3560532732  40.5091870539  -2268150.8947126381  5010322.4329682151  3219233.5863732570    1.3803    4.2461    5.8608  
487860.000000  30.5100346300  114.3560532428  40.4998978982  -2268150.8900906234  5010322.4298558589  3219233.5761225778    1.3802    4.2426    5.8554  
487861.000000  30.5100346419  114.3560532447  40.5039677424  -2268150.8914276329  5010322.4323614705  3219233.5793297300    1.3800    4.2408    5.8524  
487862.000000  30.5100346207  114.3560532340  40.5028295647  -2268150.8905837215  5010322.4329762217  3219233.5767280846    1.3799    4.2367    5.8462  
487863.000000  30.5100346654  114.3560532180  40.4993719272  -2268150.8869202295  5010322.4286038401  3219233.5792409158    1.3798    4.2358    5.8444  
487864.000000  30.5100346942  114.3560532324  40.5096366117  -2268150.8911557123  5010322.4346143194  3219233.5872032573    1.3796    4.2406    5.8504  
487865.000000  30.5100346938  114.3560532305  40.5116799008  -2268150.8917240147  5010322.4363144320  3219233.5882019256    1.3795    4.2366    5.8444  
487866.000000  30.5100346678  114.3560532320  40.5099316919  -2268150.8918390232  5010322.4362153113  3219233.5848312108    1.3794    4.2334    5.8394  
487867.000000  30.5100346645  114.3560531802  40.5142971706  -2268150.8889315748  5010322.4418662367  3219233.5867286357    1.3792    4.2322    5.8371  
487868.000000  30.5100345656  114.3560531533  40.5016731406  -2268150.8843907798  5010322.4380901484  3219233.5708784829    1.3791    4.2233    5.8243  
487869.000000  30.5100345491  114.3560531501  40.5018199924  -2268150.8845486329  5010322.4391776267  3219233.5693760747    1.3790    4.2210    5.8206  
487870.000000  30.5100345651  114.3560531531  40.5047383774  -2268150.8854786102  5010322.4405292440  3219233.5723840683    1.3788    4.2220    5.8215  
487871.000000  30.5100346154  114.3560530701  40.5060731545  -2268150.8775275284  5010322.4422857305  3219233.5778622776    1.3787    4.2205    5.8188  
487872.000000  30.5100346193  114.3560530296  40.4953806251  -2268150.8700953950  5010322.4352943162  3219233.5728108482    1.3786    4.2199    5.8174  
487873.000000  30.5100346164  114.3560529926  40.4830966163  -2268150.8625580980  5010322.4272707338  3219233.5662939511    1.3784    4.2198    5.8168  
487874.000000  30.5100346117  114.3560529797  40.4720029235  -2268150.8575957362  5010322.4193110624  3219233.5602207654    1.3783    4.2164    5.8115  
487875.000000  30.5100346639  114.3560529888  40.4707664847  -2268150.8567432947  5010322.4153070077  3219233.5645719962    1.3782    4.2174    5.8123  
487876.000000  30.5100346944  114.3560529375  40.4647386028  -2268150.8494056477  5010322.4110394605  3219233.5644314699    1.3780    4.2200    5.8154  
487877.000000  30.5100347120  114.3560529080  40.4599199705  -2268150.8447074480  5010322.4075267501  3219233.5636586649    1.3779    4.2184    5.8126  
487878.000000  30.5100346879  114.3560528509  40.4405308180  -2268150.8333906909  5010322.3958032774  3219233.5515115964    1.3778    4.2174    5.8107  
487879.000000  30.5100347177  114.3560528416  40.4511234630  -2268150.8356416910  5010322.4029598460  3219233.5597369550    1.3777    4.2213    5.8155  
